,digit_BALANCE,digit_PURCHASES,digit_ONEOFF_PURCHASES,digit_INSTALLMENTS_PURCHASES,digit_CASH_ADVANCE,digit_PURCHASES_FREQUENCY,digit_ONEOFF_PURCHASES_FREQUENCY,digit_PURCHASES_INSTALLMENTS_FREQUENCY,digit_CASH_ADVANCE_TRX,digit_CREDIT_LIMIT,digit_PAYMENTS,digit_MINIMUM_PAYMENTS,digit_PRC_FULL_PAYMENT,digit_sqrt_BALANCE_FREQUENCY,digit_sqrt_CASH_ADVANCE_FREQUENCY,digit_sqrt_PURCHASES_TRX,digit_avg_oneoff_purchases,digit_avg_installment_purchases,digit_avg_cash_advance,TENURE
6596,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6597,1,1,1,1,1,3,1,3,1,1,1,1,1,5,1,1,1,1,1,12
6598,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
6599,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,11
6600,4,1,1,1,1,8,2,8,1,5,1,1,1,8,2,3,1,1,2,12
6601,2,1,1,1,1,1,1,1,1,2,1,2,1,8,2,1,1,1,1,12
6602,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
6603,2,1,1,1,1,5,5,3,1,3,1,1,1,8,1,3,1,1,1,12
6604,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6605,1,1,1,1,1,1,1,1,1,2,1,1,2,6,1,1,1,1,1,12
6606,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6607,1,1,1,1,1,2,1,2,1,1,1,1,1,8,1,1,1,1,1,12
6608,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6609,1,1,1,1,1,8,2,8,1,2,1,1,1,8,1,2,1,1,1,12
6610,1,1,1,1,1,8,2,8,1,1,1,1,1,8,2,3,1,1,1,12
6611,1,1,1,1,1,5,5,5,1,1,1,1,1,7,1,3,1,1,1,12
6612,1,1,1,1,1,3,3,1,1,1,1,1,1,8,4,1,1,1,1,6
6613,1,1,1,1,1,5,4,4,1,1,1,1,2,8,3,2,1,1,1,12
6614,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6615,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,1,1,1,1,12
6616,1,1,1,1,1,8,2,8,1,2,1,1,2,8,1,3,1,1,1,12
6617,1,1,1,1,1,8,1,7,1,1,1,1,5,8,1,2,1,1,1,6
6618,1,1,1,1,1,6,1,6,1,1,1,1,1,8,1,2,1,1,1,12
6619,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6620,2,1,1,1,1,3,1,3,1,2,1,1,1,8,2,2,1,1,1,12
6621,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6622,1,1,1,1,1,5,5,1,2,1,1,1,8,8,4,2,1,1,1,12
6623,2,1,1,1,1,8,1,8,1,1,1,3,1,8,1,4,1,1,1,12
6624,2,1,1,2,1,8,1,8,1,2,1,1,1,8,1,3,2,1,1,12
6625,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,2,1,1,1,12
6626,1,1,1,1,1,8,8,3,1,2,1,1,1,8,2,3,1,1,1,12
6627,1,1,1,1,1,8,2,8,1,1,1,1,1,8,1,3,1,1,1,12
6628,1,1,1,1,1,3,3,1,1,1,1,1,1,8,3,2,1,1,1,12
6629,7,1,1,1,1,8,7,8,1,5,1,1,1,8,2,6,1,1,1,12
6630,1,1,1,1,1,5,1,4,1,1,1,1,7,6,1,2,1,1,1,12
6631,2,1,1,1,1,3,3,1,1,1,1,1,1,8,1,2,1,1,1,12
6632,1,1,1,1,1,8,8,8,1,1,1,1,8,8,1,3,1,1,1,12
6633,1,1,1,1,2,6,1,6,1,1,2,1,7,8,3,2,1,1,1,12
6634,1,1,1,1,1,8,5,7,1,2,1,1,3,8,1,3,1,1,1,12
6635,3,1,1,1,1,8,1,8,1,2,1,4,1,8,1,3,1,1,1,12
6636,1,1,1,1,1,8,1,8,1,2,1,1,2,8,1,2,1,1,1,12
6637,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,12
6638,2,1,1,1,1,6,4,4,1,4,1,1,1,8,3,2,1,1,1,12
6639,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
6640,1,2,2,2,1,8,8,4,1,2,2,1,5,8,1,5,1,2,1,12
6641,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6642,1,1,1,1,1,2,1,2,1,1,1,1,1,8,1,1,1,1,1,7
6643,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6644,1,1,1,1,1,3,1,3,1,1,1,1,1,8,2,1,1,1,1,12
6645,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6646,1,1,1,1,1,5,5,1,1,1,1,1,1,8,3,2,1,1,1,12
6647,2,1,1,1,1,8,7,8,1,1,1,1,1,8,1,4,1,1,1,12
6648,1,1,1,1,1,8,8,1,1,1,1,1,1,8,1,2,1,1,1,12
6649,1,1,1,1,1,3,1,3,1,1,1,1,1,6,1,1,1,1,1,12
6650,1,1,1,1,1,8,1,8,1,1,1,1,5,8,1,4,1,1,1,12
6651,2,1,1,1,1,7,1,7,1,1,1,1,1,8,2,2,1,1,1,12
6652,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,2,1,1,12
6653,3,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
6654,1,1,1,1,1,1,1,1,1,1,1,1,2,8,3,1,1,1,1,8
6655,1,1,1,1,1,7,1,7,1,1,1,1,1,5,1,2,1,1,1,12
6656,1,1,1,1,1,8,1,8,1,1,1,1,1,6,1,2,1,1,1,12
6657,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,1,1,1,12
6658,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,12
6659,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,11
6660,1,1,1,1,1,8,8,1,1,1,1,1,1,8,2,2,1,1,1,12
6661,1,1,1,1,1,6,1,5,1,2,1,1,2,8,1,2,1,1,1,12
6662,1,1,1,1,1,6,6,1,1,1,1,1,1,8,1,2,1,1,1,6
6663,1,1,1,1,1,2,2,1,1,1,1,1,2,8,1,1,1,1,1,7
6664,1,1,1,1,1,6,1,5,1,1,1,1,4,7,1,2,1,1,1,12
6665,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,12
6666,1,1,1,1,1,8,2,8,1,2,1,1,1,8,1,3,1,1,1,12
6667,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,12
6668,1,1,1,1,1,3,1,2,1,1,1,1,1,8,1,1,1,1,1,12
6669,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6670,3,1,1,1,1,8,1,8,1,2,1,1,1,8,3,3,1,1,1,12
6671,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
6672,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
6673,1,1,1,1,1,4,4,2,1,1,1,1,8,6,1,3,1,1,1,12
6674,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6675,1,1,1,1,1,4,1,3,1,1,1,1,1,8,2,2,1,1,1,12
6676,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,1,1,1,8
6677,1,1,1,1,1,5,3,3,1,1,1,1,1,8,3,2,1,1,1,12
6678,1,1,1,1,1,7,5,6,1,1,1,1,1,8,3,3,1,1,1,12
6679,2,1,1,1,1,1,1,1,2,2,1,1,1,8,3,1,1,1,1,12
6680,1,1,1,1,1,2,2,1,1,1,1,1,3,5,1,1,1,1,1,12
6681,3,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,4,12
6682,2,1,1,1,1,8,4,8,2,2,1,1,1,8,4,4,1,1,1,12
6683,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6684,1,1,1,1,1,2,1,2,1,1,1,1,1,8,1,1,1,1,1,12
6685,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6686,2,1,1,1,1,8,7,8,1,3,1,1,1,8,1,5,1,1,1,12
6687,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,2,1,1,1,12
6688,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,2,1,1,1,12
6689,1,1,1,1,1,8,4,8,1,2,1,1,4,8,1,3,1,1,1,12
6690,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,11
6691,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
6692,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6693,1,1,1,1,1,8,6,8,1,2,1,1,1,8,1,4,1,1,1,12
6694,1,1,1,1,1,5,1,5,1,1,1,1,1,6,1,2,1,1,1,12
6695,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6696,1,1,1,1,1,8,4,5,1,1,1,1,2,8,4,2,1,1,1,8
6697,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
6698,1,1,1,1,1,8,1,7,1,2,1,1,5,8,1,2,1,1,1,12
6699,1,1,1,1,1,2,1,2,1,1,1,1,1,8,1,1,1,1,1,12
6700,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
6701,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,1,1,1,6
6702,1,1,1,1,1,3,3,1,2,1,1,1,1,8,4,2,1,1,1,12
6703,1,1,1,1,1,5,1,3,1,1,1,1,4,7,1,2,1,1,1,12
6704,2,1,1,2,1,8,1,8,1,2,1,1,1,8,2,3,1,1,1,12
6705,1,1,1,1,1,3,3,3,1,2,1,1,1,5,1,3,1,1,1,12
6706,1,1,1,1,1,7,1,6,1,1,1,1,7,8,1,2,1,1,1,12
6707,2,1,1,1,2,3,1,2,2,3,1,1,1,8,4,1,1,1,1,12
6708,1,1,1,1,1,8,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6709,1,1,1,1,1,8,7,8,1,1,1,1,1,8,1,4,1,1,1,10
6710,1,1,1,1,1,3,2,1,1,2,1,1,1,7,1,2,1,1,1,12
6711,1,1,1,1,1,3,1,2,1,1,1,1,1,5,1,2,1,1,1,12
6712,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6713,2,1,1,1,1,8,3,8,1,2,1,1,1,8,2,3,1,1,1,12
6714,1,1,1,1,1,3,1,2,1,1,1,1,4,8,3,1,1,1,1,9
6715,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,2,1,1,1,12
6716,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
6717,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,2,1,1,1,12
6718,2,1,1,1,1,1,1,1,1,2,1,1,1,8,4,1,1,1,1,12
6719,1,1,1,1,1,5,1,3,1,2,1,1,2,6,1,2,1,1,1,12
6720,1,1,1,1,1,3,2,1,1,1,1,1,1,8,3,2,1,1,1,12
6721,1,1,1,1,1,5,1,4,1,1,1,1,1,7,1,2,1,1,1,12
6722,1,1,1,1,1,7,7,3,1,2,1,1,1,8,1,3,1,1,1,12
6723,1,1,1,1,1,4,4,1,1,1,1,1,1,8,1,2,1,1,1,12
6724,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,3,1,1,1,12
6725,1,1,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,7
6726,1,1,1,1,1,5,3,3,1,2,1,1,1,8,4,2,1,1,1,12
6727,1,1,1,1,1,4,4,1,1,1,1,1,1,8,1,2,1,1,1,12
6728,1,1,1,1,1,7,1,7,1,1,1,1,1,8,3,2,1,1,1,12
6729,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6730,1,1,1,1,1,8,1,8,1,2,1,1,2,8,1,3,1,1,1,12
6731,1,1,1,1,1,3,1,3,1,1,1,1,1,5,1,1,1,1,1,12
6732,1,1,1,1,1,7,1,7,1,1,1,1,1,8,2,2,1,1,1,12
6733,1,1,1,1,1,5,2,4,1,1,1,1,1,8,1,2,1,1,1,12
6734,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
6735,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,4,1,1,1,12
6736,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6737,1,1,1,1,1,8,3,8,1,2,1,1,1,8,1,2,1,1,1,12
6738,2,1,1,1,1,4,4,1,1,1,1,1,1,8,2,2,1,1,1,12
6739,1,1,1,1,1,4,1,3,1,1,1,1,1,8,1,1,1,1,1,12
6740,1,1,1,1,1,7,1,6,1,1,1,1,1,8,1,2,1,1,1,7
6741,1,1,1,1,1,4,1,4,1,1,1,1,1,7,1,1,1,1,1,12
6742,1,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
6743,1,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
6744,1,1,1,1,1,6,3,3,1,1,1,1,1,8,1,2,1,1,1,12
6745,1,1,1,1,1,8,1,8,1,3,1,1,8,8,1,2,1,1,1,12
6746,1,1,1,1,1,5,5,1,1,1,1,1,1,8,2,3,1,1,1,12
6747,2,2,2,1,1,6,6,3,1,2,1,1,1,8,1,3,1,1,1,12
6748,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,1,1,1,12
6749,1,1,1,1,1,8,5,8,1,2,1,1,1,8,2,4,1,1,1,12
6750,1,1,1,2,1,8,4,8,1,1,1,1,2,8,1,5,1,1,1,12
6751,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6752,1,1,1,1,1,8,3,7,1,1,1,1,1,8,1,3,1,1,1,12
6753,1,1,1,1,1,7,1,6,1,1,1,1,5,8,1,2,1,1,1,12
6754,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6755,1,1,1,1,1,7,2,5,1,1,1,1,1,8,2,2,1,1,1,12
6756,1,1,1,1,1,7,1,7,1,1,1,1,1,8,4,2,1,1,1,12
6757,1,1,1,1,1,6,2,5,1,2,1,1,4,7,1,2,1,1,1,12
6758,1,1,1,1,1,4,2,2,1,2,1,1,1,8,3,1,1,1,1,10
6759,1,1,1,1,2,1,1,1,2,2,1,1,2,8,3,1,1,1,1,6
6760,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
6761,1,1,1,1,1,3,3,1,1,1,1,1,1,8,2,2,1,1,1,12
6762,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
6763,1,1,1,1,1,7,1,7,1,2,1,1,8,8,1,2,1,1,1,12
6764,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6765,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,1,1,1,1,12
6766,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,2,1,1,1,12
6767,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,11
6768,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6769,1,1,1,1,1,8,1,8,1,1,1,1,2,8,1,2,1,1,1,12
6770,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6771,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,10
6772,1,1,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,9
6773,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
6774,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,1,1,1,1,12
6775,1,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,11
6776,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,12
6777,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,4,1,1,1,12
6778,1,1,1,1,1,6,1,6,1,1,1,1,1,8,1,2,1,1,1,12
6779,1,1,1,1,1,8,1,8,1,1,1,1,4,8,1,2,1,1,1,12
6780,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6781,3,1,1,1,1,7,4,4,1,2,1,1,1,8,2,2,1,1,1,12
6782,1,1,1,1,1,6,1,6,1,1,1,1,1,8,1,2,1,1,1,11
6783,1,1,1,1,1,3,3,1,1,2,1,1,2,8,1,2,1,1,1,12
6784,1,1,1,1,1,7,1,7,1,1,1,1,4,8,1,2,1,1,1,12
6785,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,7
6786,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,7
6787,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6788,2,2,1,2,1,8,7,8,1,2,1,1,1,8,3,5,1,1,1,12
6789,1,1,1,1,1,2,2,1,1,1,1,1,1,5,1,1,1,1,1,8
6790,1,1,1,1,1,5,1,5,1,1,1,1,1,6,1,2,1,1,1,12
6791,1,1,1,1,1,7,1,7,1,1,1,1,1,8,3,2,1,1,1,12
6792,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
6793,1,1,1,1,1,5,1,4,1,1,1,1,8,7,1,1,1,1,1,7
6794,1,1,1,1,1,5,1,5,1,1,1,1,1,8,3,2,1,1,1,12
6795,1,1,1,1,1,8,1,8,1,1,1,1,5,8,1,2,1,1,1,9
6796,1,1,1,1,1,2,1,1,1,1,1,1,2,6,1,1,1,1,1,12
6797,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6798,1,1,1,1,1,8,5,5,1,1,1,1,1,8,3,4,1,1,1,10
6799,1,1,1,1,1,6,3,6,1,1,1,1,1,8,1,2,1,1,1,11
6800,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6801,1,1,1,1,1,5,1,4,1,1,1,1,8,7,1,2,1,1,1,12
6802,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6803,1,1,1,1,1,4,5,1,1,2,1,1,1,8,2,1,1,1,1,12
6804,1,1,1,1,1,6,1,6,1,1,1,1,1,8,1,2,1,1,1,12
6805,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6806,4,1,1,1,2,1,1,1,1,3,1,1,1,8,3,1,1,1,1,10
6807,2,1,1,1,1,5,2,4,1,2,1,1,1,8,1,2,1,1,1,12
6808,1,1,1,1,1,5,3,2,1,1,1,1,1,8,2,2,1,1,1,12
6809,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6810,1,1,1,1,1,5,1,5,1,1,1,1,1,4,1,2,1,1,1,12
6811,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,12
6812,1,1,1,1,1,5,1,4,1,1,1,1,1,8,1,2,1,1,1,12
6813,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,12
6814,1,1,1,1,1,8,1,8,1,1,1,1,2,8,2,2,1,1,1,9
6815,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
6816,1,1,1,1,1,4,1,4,1,2,1,1,3,5,1,1,1,1,1,12
6817,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6818,1,1,1,1,1,8,8,5,1,1,1,1,8,8,1,4,1,1,1,12
6819,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,12
6820,1,1,1,1,1,8,1,8,1,2,1,1,7,8,1,2,1,1,1,12
6821,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
6822,1,1,1,1,1,1,1,1,2,2,1,1,1,8,4,1,1,1,1,12
6823,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,2,1,1,1,12
6824,1,1,1,1,1,3,3,1,1,1,1,1,1,5,1,3,1,1,1,12
6825,1,1,1,1,1,6,5,4,1,1,1,1,1,8,3,2,1,1,1,12
6826,3,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
6827,1,1,1,1,1,8,3,8,1,1,1,1,1,7,1,3,1,1,1,12
6828,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,3,1,1,1,12
6829,1,1,1,1,1,3,3,3,2,1,1,1,1,8,3,2,1,1,1,11
6830,1,1,1,1,1,6,3,4,1,1,1,1,1,8,1,2,1,1,1,12
6831,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,2,1,1,1,12
6832,1,1,1,1,1,1,1,1,1,1,1,1,3,6,2,1,1,1,2,11
6833,1,1,1,1,1,7,5,2,1,1,1,1,1,8,1,2,1,1,1,12
6834,1,1,1,1,1,2,1,2,1,2,1,1,1,8,1,1,1,1,1,12
6835,1,1,1,1,1,8,3,8,1,2,1,1,1,8,1,3,1,1,1,12
6836,1,1,1,1,1,4,1,4,1,2,1,1,4,6,1,2,1,1,1,12
6837,1,1,1,1,1,8,5,7,1,2,1,1,2,8,1,3,1,1,1,10
6838,4,1,1,1,2,8,1,8,1,3,1,1,1,8,2,2,1,1,2,12
6839,1,1,1,1,1,5,5,1,1,1,1,1,1,8,2,2,1,1,1,12
6840,1,1,1,1,1,2,1,2,1,2,1,1,3,5,1,1,1,1,1,12
6841,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,8
6842,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,6
6843,1,1,1,1,1,2,2,1,1,1,1,1,1,8,2,1,1,1,1,8
6844,1,1,1,1,1,4,2,3,1,1,1,1,1,7,2,2,1,1,1,12
6845,1,1,1,1,1,3,1,2,1,1,1,1,8,5,1,1,1,1,1,11
6846,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,2,1,1,1,12
6847,1,1,1,1,1,8,1,8,1,1,1,1,2,8,3,2,1,1,1,11
6848,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6849,1,1,1,1,1,5,1,5,1,1,1,1,1,8,1,2,1,1,1,12
6850,1,1,1,1,1,8,1,8,1,2,1,1,7,8,1,2,1,1,1,12
6851,3,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
6852,1,1,1,1,1,2,1,1,1,1,1,1,8,4,1,1,1,1,1,12
6853,1,1,1,1,1,4,1,3,1,1,1,1,1,6,1,1,1,1,1,10
6854,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,12
6855,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,1,1,1,1,12
6856,1,1,1,1,1,7,1,6,1,2,1,1,6,8,1,2,1,1,1,12
6857,1,1,1,3,1,8,1,8,1,2,1,1,7,8,1,4,1,1,1,12
6858,2,1,1,1,1,1,1,1,2,2,1,2,1,8,3,1,1,1,1,9
6859,1,1,1,1,1,5,1,4,1,1,1,1,1,8,1,2,1,1,1,12
6860,1,1,1,1,1,7,1,7,1,1,1,1,8,8,1,2,1,1,1,12
6861,1,1,1,1,1,7,6,3,1,2,1,1,1,8,1,2,1,1,1,12
6862,1,1,1,1,1,3,1,1,1,1,1,1,1,7,1,1,1,1,1,12
6863,2,1,1,1,1,3,3,3,2,3,1,1,1,8,4,2,1,1,1,12
6864,1,1,1,1,1,1,1,1,2,1,1,1,1,8,4,1,1,1,1,12
6865,1,1,1,1,1,8,1,8,1,1,1,1,1,8,2,3,1,1,1,12
6866,1,1,1,1,1,2,2,1,1,1,1,1,1,8,2,1,1,1,1,12
6867,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,7
6868,1,1,1,1,1,1,1,1,2,1,1,1,1,8,3,1,1,1,1,12
6869,1,1,1,1,1,7,7,3,1,1,1,1,1,8,1,3,1,1,1,12
6870,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,12
6871,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
6872,1,1,1,1,1,1,1,1,1,1,1,1,2,8,4,1,1,1,1,11
6873,1,1,1,1,1,7,1,6,1,1,1,1,8,8,1,2,1,1,1,7
6874,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6875,1,1,1,1,1,7,3,6,1,1,1,1,1,8,2,2,1,1,1,12
6876,1,1,1,1,1,5,1,4,1,1,1,1,1,5,1,2,1,1,1,12
6877,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,12
6879,1,1,1,1,1,5,5,1,1,1,1,1,1,8,1,3,1,1,1,12
6880,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
6881,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,12
6882,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6883,2,1,1,1,2,8,2,7,1,3,1,1,2,8,3,3,1,1,1,10
6884,1,1,1,1,1,1,1,1,2,1,1,1,1,8,3,1,1,1,1,12
6885,1,1,1,1,1,6,2,5,1,1,1,1,1,8,3,2,1,1,1,12
6886,1,1,1,1,1,3,1,3,1,1,1,1,1,4,1,1,1,1,1,10
6887,1,1,1,1,1,8,8,8,1,2,1,1,1,6,1,3,1,1,1,12
6888,1,1,1,1,1,6,1,6,1,1,1,1,2,8,1,2,1,1,1,11
6889,2,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
6890,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,3,1,1,1,12
6891,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6892,1,1,1,1,1,1,1,1,1,1,1,1,8,6,2,1,1,1,1,8
6893,1,1,1,1,1,5,2,5,1,3,1,1,1,8,3,3,1,1,1,12
6894,1,1,1,1,1,1,1,1,1,1,1,1,8,4,2,1,1,1,1,12
6895,1,1,1,1,1,7,5,4,1,2,1,1,1,8,2,3,1,1,1,12
6896,1,1,1,1,1,8,1,8,1,2,1,1,3,8,1,2,1,1,1,12
6897,1,1,1,1,1,8,3,8,1,2,1,1,1,8,1,3,1,1,1,12
6898,2,1,1,1,1,2,1,2,1,2,1,1,1,8,2,1,1,1,2,12
6899,1,1,1,1,1,2,2,1,1,2,1,1,1,5,1,1,1,1,1,12
6900,1,1,1,1,1,1,1,1,2,1,1,1,1,8,4,1,1,1,1,10
6901,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6902,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
6903,1,1,1,1,1,8,6,4,1,1,1,1,1,8,3,3,1,1,1,11
6904,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,2,1,1,1,12
6905,3,1,1,1,1,3,3,1,1,2,1,1,1,8,3,1,1,1,1,12
6906,1,1,1,1,1,8,1,8,1,1,1,2,1,8,1,4,1,1,1,12
6907,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,2,1,1,1,12
6908,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
6909,2,1,1,1,1,5,1,5,1,2,1,1,1,8,3,2,1,1,1,12
6910,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
6911,1,1,1,1,1,8,1,8,1,1,1,1,1,5,1,3,1,1,1,12
6912,2,1,1,1,1,2,2,1,1,2,1,1,1,8,1,1,1,1,1,12
